city_id,city_name,state,country,lat,lon,temperature,humidity,cloudiness,wind_speed,weather_condition,weather_condition_desc
1728019,Balite,,PH,14.9,120.783333,82.2,83.0,75.0,3.36,Clouds,broken clouds
2992793,Montcresson,,FR,47.905609,2.80796,66.99,57.0,59.0,1.01,Rain,light rain
3020565,Écaillon,,FR,50.350342,3.21664,68.56,52.0,47.0,9.17,Rain,light rain
3171711,Paesana,,IT,44.687229,7.27342,73.31,54.0,45.0,2.26,Rain,light rain
2876696,Löbnitz an der Linde,,DE,51.73333,11.88333,66.06,89.0,100.0,4.0,Rain,moderate rain
1506565,Glavnyy,,RU,55.216671,87.933327,54.66,93.0,99.0,10.25,Clouds,overcast clouds
2470800,Haffouz,,TN,35.632351,9.67624,93.2,23.0,12.0,4.7,Clouds,few clouds
7286204,Kleinandelfingen,,CH,47.608471,8.67114,63.46,59.0,20.0,18.34,Thunderstorm,thunderstorm
2857654,Öchlitz,,DE,51.333328,11.76667,64.06,89.0,100.0,1.99,Rain,light rain
2949836,Berzhausen,,DE,50.666672,7.56667,72.1,67.0,87.0,1.99,Clouds,overcast clouds
2945642,Brachelen,,DE,51.01667,6.23333,71.29,49.0,75.0,4.7,Thunderstorm,thunderstorm
3172193,Novalesa,,IT,45.191841,7.0145,71.67,54.0,85.0,4.5,Rain,moderate rain
2950126,Bermbach,,DE,50.683331,10.61667,63.72,75.0,100.0,4.23,Clouds,overcast clouds
6535107,Inarzo,,IT,45.785782,8.73563,66.15,88.0,40.0,5.82,Clouds,scattered clouds
